,Term,StatedMonthlyIncome,LoanOriginalAmount,BorrowerAPR
44380,36,8333.333333,2500,0.21025
44381,36,3333.333333,1500,0.39153
44382,36,5583.333333,6001,0.11646
44383,36,2833.333333,15000,0.16147
44384,36,4083.333333,1500,0.37733
44385,60,12000.0,10000,0.24369
44386,36,6775.0,3500,0.35797
44387,36,3750.0,10000,0.19501
44388,60,4083.333333,10000,0.29567
44389,36,3250.0,15000,0.25707
44390,60,6250.0,15000,0.23462
44391,36,1500.0,8000,0.13545
44392,36,9583.333333,20000,0.07922
44393,36,2643.333333,5000,0.02159
44394,36,12500.0,25000,0.1709
44395,36,1614.166667,5000,0.35132
44396,36,4166.666667,1200,0.29904
44397,36,2500.0,4000,0.2353
44398,36,6083.333333,5000,0.25013
44399,36,5000.0,4500,0.37453
44400,12,3381.0,2000,0.1726
44401,36,796.333333,3000,0.22723
44402,60,3333.333333,5000,0.18136
44403,36,2616.666667,4000,0.06576
44404,36,2916.666667,2501,0.28219
44405,60,2833.333333,7500,0.16499
44406,60,3075.833333,10000,0.21166
44407,36,6250.0,3350,0.13453
44408,36,14583.333333,4000,0.32538
44409,36,6416.666667,4000,0.31053
44410,36,5000.0,10500,0.12528
44411,36,5000.0,5000,0.17069
44412,36,7500.0,1000,0.24264
44413,36,5000.0,5000,0.16461
44414,36,3700.0,2000,0.35643
44415,36,3552.416667,4000,0.22456
44416,36,9500.0,7950,0.08331
44417,60,9583.333333,20000,0.16499
44418,60,6333.333333,15000,0.22908
44419,36,7000.0,10000,0.21434
44420,60,14583.333333,35000,0.16304
44421,36,8500.0,7500,0.30532
44422,36,10833.333333,3000,0.11766
44423,60,2190.416667,4000,0.33698
44424,36,12916.666667,10000,0.10843
44425,60,4833.333333,7000,0.29618
44426,36,5000.0,15000,0.15223
44427,36,3985.75,3000,0.36559
44428,36,0.0,4000,0.33665
44429,36,5833.333333,20000,0.15833
44430,36,1333.333333,1500,0.303
44431,36,3974.5,8000,0.17802
44432,60,6666.666667,25000,0.25102
44433,36,10416.666667,25000,0.15324
44434,36,0.0,2000,0.35797
44435,36,8708.333333,2500,0.08182
44436,36,3416.666667,2000,0.19987
44437,36,3120.0,20000,0.25707
44438,36,5916.666667,14000,0.07922
44439,36,3003.0,9200,0.16157
44440,36,7535.666667,6200,0.18726
44441,36,6916.666667,9000,0.16073
44442,60,9166.666667,15000,0.11695
44443,36,1800.0,1000,0.22681
44444,60,4768.0,10000,0.17685
44445,60,5416.666667,4000,0.31848
44446,36,3166.666667,2000,0.12562
44447,60,3750.0,10000,0.20931
44448,36,5666.666667,3001,0.08584
44449,36,4750.0,13000,0.19645
44450,60,6333.333333,18000,0.13659
44451,36,4217.583333,2000,0.30285
44452,36,5166.666667,3800,0.34621
44453,36,3833.333333,3000,0.37453
44454,60,3666.666667,10000,0.24856
44455,36,12083.333333,7000,0.12528
44456,36,4500.0,2500,0.24753
44457,60,3333.333333,10000,0.22908
44458,36,3083.333333,7500,0.33097
44459,36,12083.333333,4500,0.35643
44460,36,5633.333333,4000,0.15713
44461,60,6583.333333,13000,0.27462
44462,60,5205.916667,4000,0.21566
44463,36,3750.0,3000,0.30899
44464,60,6166.666667,11500,0.17522
44465,36,8333.333333,20000,0.07922
44466,60,4862.25,14000,0.19907
44467,36,11750.0,15000,0.1526
44468,36,4916.666667,13500,0.25217
44469,36,10833.333333,10000,0.20462
44470,36,2500.0,5500,0.19861
44471,36,14166.666667,6000,0.15324
44472,36,3000.0,2500,0.24753
44473,36,8666.666667,17500,0.11566
44474,36,6011.666667,4000,0.22712
44475,36,6600.0,4000,0.33973
44476,36,6100.0,2000,0.24691
44477,36,10833.333333,9500,0.17018
44478,36,4166.666667,2000,0.14419
44479,36,18333.333333,13000,0.27131
44480,36,16000.0,4000,0.28032
44481,60,3552.416667,8871,0.26528
44482,36,1250.0,2876,0.35643
44483,36,1835.583333,5000,0.26223
44484,36,5750.0,6000,0.11296
44485,36,2036.666667,1750,0.30112
44486,36,5375.0,4000,0.19108
44487,36,3416.666667,10000,0.14206
44488,36,4750.0,10000,0.0893
44489,60,7500.0,25000,0.19364
44490,36,3500.0,6000,0.22354
44491,36,5416.666667,7000,0.22362
44492,36,5000.0,4500,0.24771
44493,36,5750.0,2000,0.18837
44494,60,20833.333333,15000,0.27246
44495,36,2916.666667,4000,0.35797
44496,36,5833.333333,2000,0.29972
44497,12,2083.333333,5000,0.23554
44498,60,4571.0,13000,0.1325
44499,36,5208.333333,4000,0.35356
44500,36,4166.666667,10000,0.31616
44501,60,5590.0,10300,0.13248
44502,36,2383.333333,1800,0.2021
44503,36,6000.0,2500,0.12528
44504,36,7100.0,4000,0.34887
44505,36,3666.666667,15000,0.10682
44506,36,5500.0,3000,0.23748
44507,36,2916.666667,3000,0.35797
44508,36,0.0,7500,0.35643
44509,36,6000.0,2000,0.20462
44510,36,916.666667,1000,0.16458
44511,36,5250.0,5500,0.18725
44512,36,5416.666667,15000,0.13799
44513,60,4000.0,12500,0.31375
44514,36,2166.666667,4000,0.35356
44515,36,3750.0,7500,0.16461
44516,36,5416.666667,3500,0.35285
44517,36,4166.666667,7000,0.37453
44518,36,1646.666667,5000,0.37453
44519,36,3500.0,4000,0.33215
44520,36,4333.333333,1000,0.11749
44521,36,11250.0,16160,0.06726
44522,60,7750.0,4000,0.35838
44523,36,0.0,4000,0.35797
44524,36,6750.0,2000,0.35643
44525,36,8250.0,10101,0.09437
44526,36,7600.0,4500,0.13301
44527,60,5166.666667,7000,0.20705
44528,36,10833.333333,4000,0.33665
44529,36,4166.666667,2000,0.15833
44530,36,5250.0,7500,0.12309
44531,36,3000.0,15000,0.21945
44532,60,4083.333333,7500,0.35838
44533,36,2500.0,3000,0.27817
44534,36,13333.333333,9300,0.2974
44535,36,2239.166667,3200,0.14146
44536,36,12500.0,25000,0.16732
44537,60,4666.666667,4000,0.35838
44538,36,5000.0,6000,0.12782
44539,36,7916.666667,3500,0.15833
44540,36,1500.0,4000,0.35643
44541,36,6000.0,4000,0.35797
44542,36,6500.0,2000,0.25424
44543,36,4583.333333,6000,0.19859
44544,36,5183.333333,1000,0.33393
44545,36,1300.0,2000,0.30532
44546,36,11250.0,20000,0.09434
44547,36,4166.666667,20000,0.14564
44548,36,2083.333333,1000,0.21687
44549,36,7500.0,3600,0.07922
44550,36,3750.0,5500,0.19859
44551,60,5916.666667,15000,0.27246
44552,36,5000.0,6000,0.11686
44553,36,5102.666667,10000,0.29776
44554,36,4583.333333,7000,0.38058
44555,36,4333.333333,4000,0.3463
44556,36,3583.333333,4000,0.35285
44557,36,1940.0,3600,0.20564
44558,36,3750.0,10000,0.20984
44559,36,4000.0,10000,0.1973
44560,36,5416.666667,1000,0.37453
44561,36,3333.333333,4000,0.14751
44562,36,3500.0,4000,0.35643
44563,36,2416.666667,4000,0.27817
44564,36,4166.666667,3000,0.2832
44565,36,2000.0,10000,0.22456
44566,60,3916.666667,13000,0.14657
44567,36,3333.333333,3500,0.17322
44568,36,4000.0,5000,0.15713
44569,36,4166.666667,10000,0.30899
44570,36,18000.0,3000,0.29776
44571,36,1263.666667,3000,0.13625
44572,60,5250.0,15000,0.13227
44573,36,13750.0,20000,0.08496
44574,60,3541.666667,8000,0.27246
44575,36,4833.333333,7000,0.1526
44576,36,3333.333333,3000,0.20051
44577,36,5916.666667,1000,0.07688
44578,36,2333.333333,5000,0.17677
44579,60,2333.333333,15000,0.28704
44580,36,3333.333333,1300,0.1999
44581,36,10416.666667,10000,0.31053
44582,60,7750.0,20000,0.13247
44583,36,5833.333333,5500,0.16361
44584,60,9166.666667,15000,0.27554
44585,60,4666.666667,10000,0.25102
44586,36,2250.0,8000,0.13683
44587,36,13333.333333,24999,0.17445
44588,60,15416.666667,4000,0.34408
44589,36,8125.0,19000,0.07922
44590,60,5666.666667,15000,0.22847
44591,36,4291.666667,2500,0.16461
44592,60,16250.0,35000,0.17685
44593,36,2083.333333,3500,0.29776
44594,60,8083.333333,10000,0.21156
44595,36,2500.0,4000,0.0903
44596,36,3954.416667,5000,0.35643
44597,36,3055.0,6500,0.18633
44598,36,6656.0,15000,0.37453
44599,36,2500.0,5000,0.30532
44600,36,7850.0,9090,0.13453
44601,36,2500.0,2000,0.35643
44602,36,1250.0,2500,0.33553
44603,36,3708.333333,3000,0.27776
44604,36,2929.5,2500,0.08182
44605,36,27833.333333,10000,0.32488
44606,36,4933.0,4000,0.17192
44607,36,3750.0,5000,0.30564
44608,60,5833.333333,15000,0.20081
44609,36,4583.333333,4000,0.35797
44610,36,8000.0,4000,0.33665
44611,60,7500.0,20000,0.12637
44612,60,6250.0,15000,0.16499
44613,60,4238.0,10000,0.30389
44614,36,5000.0,2500,0.27103
44615,36,8583.333333,2600,0.0784
44616,60,9075.0,15000,0.16662
44617,36,6750.0,5000,0.15375
44618,36,5500.0,7500,0.35643
44619,36,17007.666667,15000,0.17649
44620,36,6666.666667,4000,0.31032
44621,36,7666.666667,5000,0.21025
44622,36,2000.0,10000,0.12801
44623,60,8333.333333,10000,0.28848
44624,36,10000.0,2000,0.06327
44625,36,5000.0,7000,0.16147
44626,60,13166.666667,25000,0.17522
44627,36,7750.0,5000,0.202
44628,36,2916.666667,7000,0.20462
44629,60,1500.0,4000,0.23267
44630,60,7500.0,10000,0.2968
44631,36,4166.666667,2000,0.37148
44632,36,6833.333333,4000,0.17611
44633,60,9583.333333,5000,0.20358
44634,36,2062.666667,3500,0.14407
44635,60,6395.833333,8500,0.15936
44636,36,3833.333333,15000,0.15833
44637,36,4166.666667,4500,0.19921
44638,36,1779.166667,2000,0.2092
44639,36,2769.0,11789,0.28032
44640,36,13750.0,15000,0.22338
44641,36,10000.0,15000,0.13799
44642,36,1338.0,2000,0.20462
44643,60,7916.666667,25000,0.22693
44644,36,5833.333333,5000,0.13705
44645,36,2916.666667,7500,0.35244
44646,36,1583.333333,3000,0.20462
44647,36,8666.666667,7000,0.11563
44648,36,3750.0,10000,0.21025
44649,36,4333.333333,4000,0.35797
44650,36,4500.0,11500,0.17069
44651,12,4166.666667,4000,0.33084
44652,36,8333.333333,20000,0.13301
44653,36,7083.333333,25000,0.11599
44654,36,2000.0,2000,0.10867
44655,36,1666.666667,4000,0.09736
44656,12,4666.666667,2000,0.26443
44657,36,3333.333333,1000,0.24891
44658,36,2916.666667,2500,0.31616
44659,60,8652.666667,35000,0.16294
44660,36,2000.0,7500,0.38058
44661,36,3416.666667,24000,0.18324
44662,36,2500.0,10000,0.2837
44663,36,6083.333333,11000,0.12117
44664,36,36250.0,10000,0.18986
44665,60,7416.666667,8575,0.20436
44666,36,1720.0,1000,0.16802
44667,36,5666.666667,3000,0.35797
44668,60,15000.0,24000,0.19364
44669,36,10416.666667,15000,0.1709
44670,36,12291.666667,15000,0.13604
44671,36,8333.333333,2500,0.35797
44672,36,2083.333333,2500,0.37453
44673,36,6666.666667,2000,0.21025
44674,36,2916.666667,10000,0.17611
44675,36,0.0,3500,0.35797
44676,36,4640.0,11000,0.12691
44677,60,3028.0,6000,0.31375
44678,36,4000.0,12000,0.15324
44679,36,6666.666667,19500,0.09837
44680,36,0.0,4500,0.36945
44681,36,1601.833333,4000,0.24563
44682,36,2592.5,10000,0.17192
44683,36,2666.666667,3500,0.33553
44684,36,2833.333333,5000,0.27623
44685,36,5916.666667,9000,0.06828
44686,36,3800.0,4000,0.13524
44687,36,7058.333333,15000,0.1802
44688,60,4833.333333,15000,0.26333
44689,36,4333.333333,20500,0.12782
44690,60,6666.666667,25000,0.17174
44691,36,7833.333333,10530,0.124
44692,36,4000.0,7500,0.35643
44693,36,10131.5,5500,0.34398
44694,60,9000.0,13000,0.15629
44695,36,1500.0,3500,0.1963
44696,36,2666.666667,1500,0.2239
44697,36,5000.0,4000,0.16678
44698,36,6250.0,4000,0.34117
44699,60,5250.0,20000,0.13942
44700,36,7083.333333,15000,0.16324
44701,60,16666.666667,12000,0.20358
44702,36,0.0,1500,0.15428
44703,60,11666.666667,35000,0.1504
44704,60,3250.0,10000,0.18913
44705,36,11250.0,15000,0.23121
44706,36,6666.666667,4600,0.22712
44707,36,7625.0,3000,0.20053
44708,36,3750.0,6000,0.07957
44709,36,7916.666667,2000,0.22742
44710,36,2165.5,1500,0.21476
44711,36,8333.333333,25000,0.11696
44712,36,1636.0,2550,0.18726
44713,36,4166.666667,1000,0.02659
44714,60,6666.666667,8000,0.25102
44715,36,18750.0,15000,0.14816
44716,36,5416.666667,10000,0.22712
44717,36,4583.333333,10000,0.12691
44718,36,7708.333333,4000,0.1745
44719,36,6250.0,2500,0.3179
44720,60,7366.666667,25000,0.14658
44721,60,2250.0,8500,0.20436
44722,36,8456.166667,3700,0.23498
44723,36,3861.833333,8000,0.18726
44724,36,4333.333333,10000,0.1973
44725,36,4375.0,3000,0.16701
44726,36,4250.0,10000,0.25757
44727,36,5000.0,2000,0.0893
44728,60,5551.583333,15000,0.24589
44729,36,10250.0,11500,0.13836
44730,36,14583.333333,11500,0.26681
44731,36,1993.333333,8000,0.21944
44732,60,10000.0,15000,0.24252
44733,36,3750.0,13000,0.1973
44734,36,3750.0,10000,0.2837
44735,60,9916.666667,15000,0.16482
44736,36,2500.0,2000,0.25259
44737,36,9333.333333,15000,0.17601
44738,36,6250.0,17000,0.10692
44739,36,4700.0,1000,0.14154
44740,36,8500.0,16500,0.09837
44741,36,4666.666667,6000,0.1899
44742,36,3333.333333,7500,0.23748
44743,36,2083.333333,4000,0.16056
44744,60,8250.0,25000,0.13227
44745,36,3791.666667,6200,0.15629
44746,36,7000.0,15000,0.21945
44747,36,2666.666667,10000,0.20984
44748,36,29166.666667,8000,0.15538
44749,36,4833.333333,5000,0.29537
44750,36,2733.333333,7000,0.12081
44751,60,6666.666667,15000,0.14453
44752,36,2500.0,2200,0.11387
44753,36,8000.0,10000,0.17993
44754,36,8333.333333,7000,0.15155
44755,36,3833.333333,12500,0.17939
44756,60,6500.0,11529,0.18408
44757,36,500.0,7625,0.2951
44758,36,3166.666667,6500,0.31012
44759,60,66666.666667,25000,0.20808
44760,36,8333.333333,25000,0.16732
44761,36,5000.0,2000,0.22186
44762,60,6000.0,15000,0.25625
44763,36,1836.916667,4000,0.35643
44764,36,2750.0,5000,0.08684
44765,12,3000.0,15000,0.21211
44766,36,3000.0,2000,0.21434
44767,60,5416.666667,15000,0.31375
44768,60,5500.0,6100,0.18136
44769,36,5833.333333,17000,0.08496
44770,36,3166.666667,1600,0.12092
44771,36,2500.0,2000,0.25948
44772,36,2514.416667,5000,0.16005
44773,36,9333.333333,7000,0.37453
44774,36,5416.666667,3500,0.20933
44775,60,5000.0,15000,0.23318
44776,36,5000.0,10000,0.2129
44777,60,11553.583333,15000,0.26528
44778,60,3200.0,10000,0.25718
44779,36,7551.916667,10500,0.17192
44780,36,11833.333333,15000,0.06888
44781,60,7666.666667,18000,0.15271
44782,60,4166.666667,8000,0.31375
44783,60,5978.916667,14000,0.15752
44784,12,0.0,5000,0.26824
44785,60,3333.333333,15000,0.26703
44786,36,1350.0,3000,0.35797
44787,36,2750.0,17500,0.1322
44788,36,3333.333333,2000,0.21679
44789,36,19033.083333,4000,0.3179
44790,36,3333.333333,7500,0.17069
44791,36,4166.666667,14500,0.13202
44792,36,3583.333333,15000,0.1727
44793,36,2666.666667,4000,0.35797
44794,36,4333.333333,10000,0.27817
44795,60,8333.333333,15000,0.20808
44796,60,10666.666667,12200,0.19907
44797,36,6000.0,4000,0.31032
44798,36,7166.666667,17000,0.124
44799,36,6416.666667,15000,0.11548
44800,36,4166.666667,2000,0.30564
44801,36,6250.0,7500,0.20462
44802,36,2333.333333,1000,0.1954
44803,36,6666.666667,10000,0.27285
44804,36,2083.333333,3000,0.35244
44805,36,165.0,4000,0.35356
44806,60,4583.333333,10000,0.19364
44807,60,4166.666667,15000,0.13636
44808,36,8583.333333,25000,0.24346
44809,12,9333.333333,2000,0.06589
44810,60,3041.666667,10000,0.2214
44811,36,2779.75,2000,0.37453
44812,36,7000.0,5500,0.19859
44813,36,5149.0,6100,0.13152
44814,36,3183.333333,7000,0.17571
44815,36,3000.0,4000,0.32446
44816,60,2833.333333,10000,0.26487
44817,36,2416.666667,1000,0.21857
44818,36,15000.0,4000,0.33553
44819,60,11250.0,25000,0.18965
44820,36,2233.333333,5000,0.14709
44821,36,2166.666667,4000,0.35797
44822,60,5000.0,10000,0.26128
44823,36,19583.333333,1000,0.06337
44824,36,0.0,2500,0.30349
44825,36,8250.0,6000,0.22712
44826,36,4833.333333,5000,0.20905
44827,36,3166.666667,3000,0.17611
44828,36,9666.666667,20000,0.14206
44829,12,9583.333333,3000,0.26443
44830,36,4583.333333,4500,0.22744
44831,36,2552.333333,6000,0.24246
44832,36,7333.333333,18000,0.13189
44833,36,6500.0,6000,0.13226
44834,36,8666.666667,4000,0.35797
44835,60,4666.666667,8500,0.15425
44836,36,3333.333333,10000,0.32446
44837,36,1833.333333,3600,0.16147
44838,60,7979.916667,10000,0.17352
44839,36,12853.333333,25000,0.15833
44840,36,4500.0,3000,0.12528
44841,36,6250.0,7500,0.09434
44842,36,3500.0,3300,0.25757
44843,36,25000.0,12000,0.09065
44844,36,6000.0,4000,0.13271
44845,36,0.0,2500,0.28974
44846,60,2666.666667,4000,0.24702
44847,36,3077.0,4400,0.1264
44848,60,9166.666667,15000,0.18222
44849,36,10416.666667,5000,0.11939
44850,36,13333.333333,9495,0.22415
44851,36,4998.333333,5500,0.29394
44852,60,2333.333333,4000,0.33709
44853,36,5833.333333,8000,0.12016
44854,36,4166.666667,8500,0.15833
44855,36,6666.666667,4000,0.35797
44856,36,5800.0,10000,0.14446
44857,36,5416.666667,3000,0.24356
44858,36,4583.333333,4000,0.34887
44859,60,7083.333333,3000,0.21115
44860,36,6666.666667,15000,0.16732
44861,36,7000.0,15000,0.21342
44862,60,58.333333,15000,0.31375
44863,36,2916.666667,4000,0.29537
44864,60,5300.0,10000,0.27637
44865,36,8750.0,6500,0.13189
44866,36,5952.75,2000,0.07439
44867,36,5400.416667,4000,0.32538
44868,36,16666.666667,20000,0.14816
44869,36,5000.0,4500,0.13799
44870,60,4166.666667,6300,0.29594
44871,36,6583.333333,5500,0.06726
44872,60,9166.666667,10000,0.27257
44873,60,5833.333333,15000,0.22908
44874,36,10833.333333,7300,0.14132
44875,36,5936.25,3500,0.30532
44876,36,4100.0,4000,0.22872
44877,36,4583.333333,2500,0.18518
44878,36,3333.333333,15000,0.24451
44879,36,833.333333,5000,0.27306
44880,36,5000.0,15000,0.20268
44881,36,4083.333333,2350,0.09
44882,60,6250.0,7000,0.2214
44883,60,7666.666667,10000,0.1831
44884,36,14916.666667,15000,0.1899
44885,36,4185.416667,2000,0.3179
44886,36,3750.0,5000,0.27285
44887,60,9000.0,7000,0.16487
44888,36,5000.0,4000,0.34577
44889,36,7000.0,12000,0.13138
44890,36,4000.0,1500,0.22742
44891,36,3362.0,4000,0.31032
44892,36,5000.0,10000,0.1526
44893,36,2833.333333,7500,0.16461
44894,36,4333.333333,4500,0.24502
44895,60,5833.333333,5000,0.15425
44896,60,5300.0,13000,0.1963
44897,36,4223.0,10000,0.2878
44898,36,9000.0,9500,0.18316
44899,36,4333.333333,10000,0.13697
44900,36,4000.0,10914,0.25781
44901,36,7800.0,10000,0.15713
44902,36,4166.666667,10000,0.27285
44903,36,9833.333333,5000,0.22372
44904,36,4708.0,3500,0.28544
44905,36,0.0,1975,0.11898
44906,60,3500.0,6500,0.24589
44907,36,4166.666667,10000,0.26528
44908,60,10416.666667,25000,0.17327
44909,36,5166.666667,14000,0.10038
44910,36,2750.0,1500,0.19991
44911,36,8160.75,25000,0.17151
44912,36,3416.666667,10000,0.19859
44913,12,4400.0,4000,0.35843
44914,36,2000.0,2500,0.34887
44915,60,4544.833333,15000,0.16304
44916,36,5500.0,2500,0.14409
44917,36,3333.333333,10000,0.202
44918,36,8750.0,12000,0.13109
44919,36,16666.666667,19000,0.20572
44920,36,6125.0,3001,0.2204
44921,36,5416.666667,6500,0.29554
44922,36,5000.0,2000,0.25247
44923,36,1416.666667,3000,0.19546
44924,36,11666.666667,15000,0.2138
44925,60,5833.333333,18000,0.20081
44926,36,4000.0,15000,0.09469
44927,36,4740.666667,10000,0.27767
44928,36,5583.333333,6000,0.13189
44929,36,6916.666667,9000,0.15324
44930,36,7666.666667,15000,0.25781
44931,60,6666.666667,11000,0.23318
44932,60,15500.0,25000,0.20347
44933,36,7083.333333,15000,0.13799
44934,36,10166.666667,20000,0.08325
44935,60,2250.0,8000,0.32989
44936,36,3889.0,3000,0.27306
44937,36,6666.666667,15000,0.21025
44938,60,5375.0,10000,0.23872
44939,60,6333.333333,15000,0.18555
44940,36,3333.333333,10000,0.18837
44941,36,3800.0,3500,0.26528
44942,36,3750.0,10000,0.29455
44943,36,2404.166667,3500,0.35356
44944,36,4000.0,3500,0.26528
44945,36,5250.0,5000,0.27306
44946,60,8041.666667,15000,0.24682
44947,36,5416.666667,2551,0.30564
44948,36,5286.666667,3000,0.11696
44949,36,3458.333333,1950,0.21223
44950,36,2083.333333,4000,0.35356
44951,60,4583.333333,15000,0.17061
44952,36,6250.0,9000,0.22354
44953,36,6000.0,4000,0.11394
44954,36,2333.333333,1000,0.24891
44955,36,7366.666667,12000,0.09736
44956,36,7083.333333,3000,0.23149
44957,60,2189.166667,10000,0.25451
44958,36,6000.0,15000,0.1899
44959,36,2492.083333,6500,0.27164
44960,36,1850.333333,2500,0.35643
44961,36,3250.0,2000,0.31032
44962,60,4291.666667,10000,0.29371
44963,36,7000.0,12000,0.26526
44964,60,6000.0,20000,0.16304
44965,60,5833.333333,20000,0.18913
44966,36,4583.333333,5000,0.20933
44967,60,11359.166667,7000,0.20705
44968,36,4666.666667,3000,0.35805
44969,36,3500.0,3000,0.31032
44970,36,4183.333333,8000,0.1241
44971,36,7655.0,4000,0.34887
44972,36,4166.666667,10000,0.16732
44973,36,6833.333333,19000,0.17151
44974,36,6500.0,6500,0.35643
44975,60,11666.666667,7000,0.16151
44976,36,1570.666667,1840,0.12453
44977,36,3333.333333,1700,0.37453
44978,36,4833.333333,10000,0.15833
44979,36,3691.666667,10000,0.21648
44980,36,20833.333333,2701,0.06576
44981,36,4166.666667,3900,0.07539
44982,36,6583.333333,4000,0.35797
44983,36,2991.666667,5000,0.21434
44984,36,5833.333333,10000,0.26855
44985,36,3000.0,3600,0.24614
44986,60,4708.333333,15000,0.21166
44987,36,4666.666667,6000,0.20443
44988,36,3787.916667,13000,0.12503
44989,60,6250.0,7500,0.28386
44990,36,4500.0,4000,0.32446
44991,36,7250.0,15000,0.27285
44992,36,2416.666667,5000,0.08935
44993,60,4833.333333,14000,0.13227
44994,60,6000.0,10000,0.25102
44995,36,5833.333333,4000,0.33665
44996,36,6166.666667,4000,0.33215
44997,36,2583.333333,10000,0.18313
44998,36,5416.666667,15000,0.13138
44999,36,0.0,3500,0.34408
45000,36,8066.666667,10000,0.28032
45001,36,4666.666667,4600,0.30532
45002,60,7055.0,17000,0.13227
45003,36,6583.333333,8500,0.17018
45004,36,10833.333333,15000,0.12528
45005,36,2500.0,3200,0.35356
45006,36,3176.583333,8000,0.12782
45007,36,3750.0,1500,0.27467
45008,36,2166.666667,3500,0.37453
45009,36,1104.25,6000,0.20735
45010,36,0.083333,20000,0.21639
45011,36,3828.0,2500,0.37453
45012,60,7493.333333,14500,0.21832
45013,60,12500.0,22000,0.14341
45014,36,7916.666667,7500,0.11384
45015,36,2500.0,5000,0.30532
45016,60,2666.666667,10000,0.21935
45017,36,5301.166667,8995,0.11696
45018,36,20833.333333,35000,0.18214
45019,36,8416.666667,4000,0.30285
45020,60,4733.333333,15000,0.1476
